OGNTsort	Español
003787	Y
003788	a el
003789	esclavo
003790	de mí
003791	Haz
003792	esto
003793	Y
003794	está haciendo
003795	Habiendo oído
003796	pero
003797	el
003798	Jesús
003799	(se) maravilló
003800	y
003801	dijo
003802	a los
003803	estando siguiendo
003804	Amén
003805	estoy diciendo
003806	a ustedes
003807	al lado de
003808	nadie
003809	tal cantidad
003810	(de) confianza
003811	en
003812	el
003813	Israel
003814	hallé
003815	Estoy diciendo
003816	pero
003817	a ustedes
003818	que
003819	muchos
003820	desde
003821	partes orientales
003822	y
003823	partes occidentales
003824	vendrán
003825	y
003826	serán hechos reclinarse
003827	con
003828	Abrahán
003829	e
003830	Isaac
003831	y
003832	Jacob
003833	en
003834	el
003835	reino
003836	de los
003837	cielos
003838	Los
003839	pero
003840	hijos
003841	de el
003842	reino
003843	serán arrojados hacia fuera
003844	hacia dentro
003845	a la
003846	oscuridad
003847	la
003848	(de) afuera
003849	allí
003850	será
003851	el
003852	llanto
003853	y
003854	el
003855	crujir
003856	de los
003857	dientes
003858	Y
003859	dijo
003860	el
003861	Jesús
003862	a el
003863	jefe de cien
003864	Estés yendo
003865	tal como
003866	confiaste
003867	llegue a ser
003868	a ti
003869	Y
003870	fue sanado
003871	el
003872	siervo
003873	de él
003874	en
003875	la
003876	hora
003877	aquella
003878	Y
003879	habiendo venido
003880	el
003881	Jesús
003882	hacia dentro
003883	a la
003884	casa
003885	de Pedro
003886	vio
003887	a la
003888	suegra
003889	de él
003890	ha sido arrojada
003891	y
003892	estando ardiendo de fiebre
003893	Y
003894	tocó asiendo
003895	la
003896	mano
003897	de ella
003898	y
003899	dejó completamente
003900	a ella
003901	el
003902	ardor febril
003903	y
003904	fue levantada
003905	y
003906	estaba sirviendo
003907	a él
003908	De tarde
003909	pero
003910	habiendo llegado a ser
003911	llevaron hacia
003912	a él
003913	estando endemoniados
003914	muchos
003915	y
003916	arrojó hacia fuera
003917	a los
003918	espíritus
003919	a palabra
003920	y
003921	a todos
003922	los
003923	malamente
003924	estando teniendo
003925	curó
003926	para que
003927	sea llenado a plenitud
003928	lo
003929	habiendo sido hablado
003930	a través de
003931	Isaías
003932	el
003933	vocero
003934	estando diciendo
003935	Él
003936	las
003937	debilidades
003938	de nosotros
003939	tomó
003940	y
003941	las
003942	enfermedades
003943	llevó cargando
003944	Habiendo visto
003945	pero
003946	el
003947	Jesús
003948	a muchedumbre
003949	alrededor de
003950	él
003951	mandó
003952	venir desde
003953	hacia dentro
003954	el
003955	otro lado
003956	Y
003957	habiendo venido hacia
003958	uno
003959	escriba
003960	dijo
003961	a él
003962	Maestro
003963	seguiré
003964	a ti
003965	donde
003966	si alguna vez
003967	estés yendo
003968	Y
003969	está diciendo
003970	a él
003971	el
003972	Jesús
003973	Las
003974	zorras
003975	agujeros
003976	están teniendo
003977	y
003978	las
003979	aves
003980	de el
003981	cielo
003982	lugares para asentar tiendas
003983	el
003984	pero
003985	Hijo
003986	de el
003987	hombre
003988	no
003989	está teniendo
003990	dónde
003991	la
003992	cabeza
003993	esté inclinando
003994	Otro diferente
003995	pero
003996	de los
003997	aprendices
003998	de él
003999	dijo
004000	a él
004001	Señor
004002	permite
004003	a mí
004004	primero
004005	venir desde
004006	y
004007	sepultar
004008	a el
004009	padre
004010	mío
004011	El
004012	pero
004013	Jesús
004014	está diciendo
004015	a él
004016	Estés siguiendo
004017	a mí
004018	y
004019	deja completamente
004020	(que) los
004021	muertos
004022	sepultar
004023	a los
004024	de ellos mismos
004025	muertos
004026	Y
004027	habiendo puesto planta de pie en
004028	él
004029	hacia dentro
004030	la
004031	barca
004032	siguieron
004033	a él
004034	los
004035	aprendices
004036	de él
004037	Y
004038	mira
004039	movimiento sacudidor
004040	grande
004041	llegó a ser
004042	en
004043	el
004044	mar
004045	de modo que
004046	la
004047	barca
004048	estar siendo cubierta
004049	por
004050	las
004051	olas
004052	él
004053	pero
004054	estaba durmiendo
004055	Y
004056	habiendo venido hacia
004057	levantaron
004058	a él
004059	estando diciendo
004060	Señor
004061	salva
004062	nos estamos destruyendo
004063	Y
004064	está diciendo
004065	a ellos
004066	¿Por qué
004067	cobardes
004068	están siendo
004069	de poca confianza?
004070	Entonces
004071	habiendo sido levantado
004072	ordenó rigurosamente
004073	a los
004074	vientos
004075	y
004076	a el
004077	mar
004078	y
004079	llegó a ser
004080	calma
004081	grande
004082	Los
004083	pero
004084	hombres
004085	(se) maravillaron
004086	estando diciendo
004087	¿Qué clase
004088	está siendo
004089	este
004090	que
004091	también
004092	los
004093	vientos
004094	y
004095	el
004096	mar
004097	a él
004098	están obedeciendo?
004099	Y
004100	habiendo venido
004101	de él
004102	hacia dentro
004103	el
004104	otro lado
004105	hacia dentro
004106	el
004107	país
004108	de los
004109	gadarenos
004110	fueron al encuentro
004111	a él
004112	dos
004113	estando endemoniados
004114	hacia fuera de
004115	las
004116	tumbas conmemorativas
004117	estando viniendo hacia fuera
004118	fieros
004119	sumamente
004120	de modo que
004121	no
004122	estar siendo fuerte suficientemente
004123	alguien
004124	pasar al lado de
004125	a través de
004126	el
004127	camino
004128	aquél
004129	Y
004130	mira
004131	clamaron a gritos
004132	estando diciendo
004133	¿Qué
004134	a nosotros
004135	y
004136	a ti
004137	Hijo
004138	de el
004139	Dios?
004140	¿Viniste
004141	aquí
004142	antes
004143	de tiempo señalado
004144	(para) atormentar
004145	a nosotros?
004146	Estaba siendo
004147	pero
004148	lejanamente
004149	desde
004150	ellos
004151	rebaño
004152	de cerdos
004153	muchos
004154	estando siendo dado de pastar
004155	Los
004156	pero
004157	demonios
004158	estaban suplicando
004159	a él
004160	estando diciendo
004161	Si
004162	estás arrojando hacia fuera
004163	a nosotros
004164	envía como emisarios
004165	a nosotros
004166	hacia dentro
004167	a el
004168	rebaño
004169	de los
004170	cerdos
004171	Y
004172	dijo
004173	a ellos
004174	Estén yendo
004175	Los
004176	pero
004177	habiendo venido hacia fuera
004178	vinieron desde
004179	hacia dentro
004180	a los
004181	cerdos
004182	y
004183	mira
004184	(se) precipitó
004185	todo
004186	el
004187	rebaño
004188	hacia abajo
004189	de el
004190	precipicio
004191	hacia dentro
004192	el
004193	mar
004194	y
004195	murieron
004196	en
004197	las
004198	aguas
004199	Los
004200	pero
004201	estando dando de pastar
004202	huyeron
004203	y
004204	habiendo venido desde
004205	hacia dentro
004206	a la
004207	ciudad
004208	dieron mensaje
004209	a todos
004210	y
004211	(de) los (sucesos)
004212	de los
004213	estando endemoniados
004214	Y
004215	mira
004216	toda
004217	la
004218	ciudad
004219	vino hacia fuera
004220	hacia dentro
004221	ida al encuentro
004222	(con) el
004223	Jesús
004224	y
004225	habiendo visto
004226	a él
004227	instaron
004228	para que
004229	(se) desplace
004230	desde
004231	los
004232	territorios
004233	de ellos
004234	Y
004235	habiendo puesto planta de pie en
004236	hacia dentro
004237	barca
004238	cruzó a través
004239	y
004240	vino
004241	hacia dentro
004242	a la
004243	propia
004244	ciudad
004245	Y
004246	mira
004247	estaban llevando hacia
004248	él
004249	paralítico
004250	sobre
004251	camilla
004252	ha sido arrojado
004253	y
004254	habiendo visto
004255	el
004256	Jesús
004257	la
004258	confianza
004259	de ellos
004260	dijo
004261	a el
004262	paralítico
004263	Estés tomando ánimo
004264	Hijo
004265	están siendo dejados ir
004266	de ti
004267	los
004268	pecados
004269	Y
004270	mira
004271	algunos
004272	de los
004273	escribas
004274	dijeron
004275	en
004276	sí mismos
004277	Este
004278	está hablando injuriosamente
004279	Y
004280	habiendo visto
004281	el
004282	Jesús
004283	los
004284	pensamientos
004285	de ellos
004286	dijo
004287	¿Por qué
004288	están pensando
004289	malas (cosas)
004290	en
004291	los
004292	corazones
004293	de ustedes?
004294	¿Qué
004295	porque
004296	está siendo
004297	más fácil labor
004298	decir
004299	Están siendo dejados ir
004300	de ti
004301	los
004302	pecados
004303	O
004304	decir
004305	Estés levantando
004306	y
004307	estés caminando alrededor?
004308	Para que
004309	pero
004310	han de saber
004311	que
004312	autoridad
004313	está teniendo
004314	el
004315	Hijo
004316	de el
004317	hombre
004318	sobre
004319	la
004320	tierra
004321	estar dejando ir
004322	pecados...
004323	entonces
004324	está diciendo
004325	a el
004326	paralítico
004327	Habiendo sido levantado
004328	alza
004329	de ti
004330	la
004331	camilla
004332	y
004333	estés yendo
004334	hacia dentro
004335	a la
004336	casa
004337	de ti
004338	Y
004339	habiendo sido levantado
004340	vino desde
004341	hacia dentro
004342	a la
004343	casa
004344	de él
004345	Habiendo visto
004346	pero
004347	las
004348	muchedumbres
004349	temieron
004350	y
004351	dieron esplendor
004352	a el
004353	Dios
004354	el
004355	habiendo dado
004356	autoridad
004357	tal
004358	a los
004359	hombres
004360	Y
004361	estando pasando
004362	el
004363	Jesús
004364	desde allí
004365	vio
004366	a hombre
004367	estando sentado
004368	sobre
004369	la
004370	oficina de impuestos
004371	Mateo
004372	estando siendo dicho
004373	y
004374	está diciendo
004375	a él
004376	Estés siguiendo
004377	a mí
004378	Y
004379	habiendo puesto de pie
004380	siguió
004381	a él
004382	Y
004383	llegó a ser
004384	de él
004385	estando reclinado
004386	en
004387	la
004388	casa
004389	y
004390	mira
004391	muchos
004392	recaudadores de impuestos
004393	y
004394	pecadores
004395	habiendo venido
004396	estaban reclinando junto con
004397	el
004398	Jesús
004399	y
004400	los
004401	aprendices
004402	de él
004403	Y
004404	habiendo visto
004405	los
004406	fariseos
004407	estaban diciendo
004408	a los
004409	aprendices
004410	de él
004411	¿Por
004412	qué
004413	con
004414	los
004415	recaudadores de impuestos
004416	y
004417	pecadores
004418	está comiendo
004419	el
004420	maestro
004421	de ustedes?
004422	El
004423	pero
004424	habiendo oído
004425	dijo
004426	No
004427	necesidad
004428	están teniendo
004429	los
004430	estando fuertes
004431	de médico
004432	sino
004433	los
004434	malamente
004435	estando teniendo
004436	Habiendo ido en camino
004437	pero
004438	aprendan
004439	qué
004440	está siendo
004441	Misericordia
004442	estoy queriendo
004443	y
004444	no
004445	sacrificio
004446	No
004447	porque
004448	vine
004449	a llamar
004450	a justos
004451	sino
004452	a pecadores
004453	Entonces
004454	están viniendo hacia
004455	él
004456	los
004457	aprendices
004458	de Juan
004459	estando diciendo
004460	¿Por
004461	qué
004462	nosotros
004463	y
004464	los
004465	fariseos
004466	estamos ayunando
004467	muchas (veces)
004468	los
004469	pero
004470	aprendices
004471	de ti
004472	no
004473	están ayunando?
004474	Y
004475	dijo
004476	a ellos
004477	el
004478	Jesús
004479	No
004480	están siendo capaces
004481	los
004482	hijos
004483	de la
004484	cámara nupcial
004485	estar lamentando
004486	sobre
004487	tanto como
004488	con
004489	ellos
004490	está siendo
004491	el
004492	novio
004493	Vendrán
004494	pero
004495	días
004496	cuando
004497	sea alzado
004498	desde
004499	ellos
004500	el
004501	novio
004502	y
004503	entonces
004504	ayunarán
004505	Nadie
004506	pero
004507	está poniendo encima
004508	parche
004509	de tela
004510	no encogido
004511	sobre
004512	prenda de vestir exterior
004513	vieja
004514	está alzando
004515	porque
004516	la
004517	plenitud
004518	de ello
004519	desde
004520	la
004521	prenda exterior de vestir
004522	y
004523	peor
004524	rotura
004525	está llegando a ser
004526	Ni
004527	están echando
004528	vino
004529	nuevo
004530	hacia dentro
004531	bolsas de piel
004532	viejas
004533	si
004534	pero
004535	acaso
004536	pues
004537	están siendo rasgadas
004538	las
004539	bolsas de piel
004540	y
004541	el
004542	vino
004543	está siendo derramado
004544	y
004545	las
004546	bolsas de piel
004547	están siendo destruidas
004548	más bien
004549	están poniendo
004550	vino
004551	nuevo
004552	hacia dentro
004553	bolsas de piel
004554	nuevas
004555	y
004556	ambos
004557	están siendo guardados juntos
004558	Estas (cosas)
004559	de él
004560	estando hablando
004561	a ellos
004562	mira
004563	gobernante
004564	uno
004565	habiendo venido
004566	(se) estaba postrando en reverencia
004567	(ante) él
004568	estando diciendo
004569	que
004570	La
004571	hija
004572	de mí
004573	ahora mismo
004574	habiendo finalizado
004575	pero
004576	habiendo venido
004577	pon encima
004578	la
004579	mano
004580	de ti
004581	sobre
004582	ella
004583	y
004584	vivirá
004585	Y
004586	habiendo sido levantado
004587	el
004588	Jesús
004589	estaba siguiendo
004590	a él
004591	y
004592	los
004593	aprendices
004594	de él
004595	Y
004596	mira
004597	mujer
004598	estando teniendo flujo de sangre
004599	doce
004600	años
004601	habiendo venido hacia
004602	detrás
004603	tocó asiendo
004604	de el
004605	borde
004606	de la
004607	prenda exterior de vestir
004608	de él
004609	Estaba diciendo
004610	porque
004611	en
004612	sí misma
004613	Si alguna vez
004614	solamente
004615	toque asiendo
004616	de la
004617	prenda exterior de vestir
004618	de él
004619	seré sanada
004620	El
004621	pero
004622	Jesús
004623	habiendo sido vuelto
004624	y
004625	habiendo visto
004626	a ella
004627	dijo
004628	Estés tomando ánimo
004629	hija
004630	la
004631	confianza
004632	de ti
004633	ha sanado
004634	a ti
004635	Y
004636	fue sanada
004637	la
004638	mujer
004639	desde
004640	la
004641	hora
004642	aquella
004643	Y
004644	habiendo venido
004645	el
004646	Jesús
004647	hacia dentro
004648	a la
004649	casa
004650	de el
004651	gobernante
004652	y
004653	habiendo visto
004654	a los
004655	flautistas
004656	y
004657	a la
004658	a muchedumbre
004659	estando siendo que griten ruidosamente
004660	Estaba diciendo
004661	Estén retirando
004662	no
004663	porque
004664	murió
004665	la
004666	muchachita
004667	sino
004668	está durmiendo
004669	Y
004670	estaban riendo despreciativamente
004671	de él
004672	Cuando
004673	pero
004674	fue echada hacia fuera
004675	la
004676	muchedumbre
004677	habiendo venido hacia dentro
004678	asió firmemente
004679	la
004680	mano
004681	de ella
004682	y
004683	fue levantada
004684	la
004685	muchachita
004686	Y
004687	vino hacia fuera
004688	el
004689	informe
004690	este
004691	hacia dentro
004692	entera
004693	la
004694	tierra
004695	aquella
004696	Y
004697	estando pasando
004698	desde allí
004699	el
004700	Jesús
004701	siguieron
004702	a él
004703	dos
004704	ciegos
004705	estando clamando a gritos
004706	y
004707	estando diciendo
004708	Ten misericordia
004709	(de) nosotros
004710	hijo
004711	de David
004712	Habiendo venido
004713	pero
004714	hacia dentro
004715	a la
004716	casa
004717	vinieron hacia
004718	él
004719	los
004720	ciegos
004721	y
004722	está diciendo
004723	a ellos
004724	el
004725	Jesús
004726	¿Están confiando
004727	que
004728	estoy siendo capaz
004729	esto
004730	hacer?
004731	Están diciendo
004732	a él
004733	Sí
004734	Señor
004735	Entonces
004736	tocó manipulando
004737	los
004738	ojos
004739	de ellos
004740	estando diciendo
004741	Según
004742	la
004743	confianza
004744	de ustedes
004745	llegue a ser
004746	a ustedes
004747	Y
004748	fueron abiertos
004749	de ellos
004750	los
004751	ojos
004752	y
004753	mandó estrictamente
004754	a ellos
004755	el
004756	Jesús
004757	estando diciendo
004758	Estén viendo
004759	nadie
004760	esté conociendo
004761	Los
004762	pero
004763	habiendo venido hacia fuera
004764	informaron completamente
004765	(de) él
004766	en
004767	entera
004768	la
004769	tierra
004770	aquella
004771	De ellos
004772	pero
004773	estando viniendo hacia fuera
004774	mira
004775	llevaron hacia
004776	él
004777	hombre
004778	mudo
004779	estando endemoniado
004780	Y
004781	habiendo sido arrojado hacia fuera
004782	el
004783	demonio
004784	habló
004785	el
004786	mudo
004787	y
004788	(se) maravillaron
004789	las
004790	muchedumbres
004791	estando diciendo
004792	Nunca
004793	fue hecho aparecer
004794	así
004795	en
004796	el
004797	Israel
004798	Los
004799	pero
004800	fariseos
004801	estaban diciendo
004802	En
004803	el
004804	gobernante
004805	de los
004806	demonios
004807	está arrojando hacia fuera
004808	a los
004809	demonios
004810	Y
004811	estaba yendo alrededor
004812	el
004813	Jesús
004814	a las
004815	ciudades
004816	todas
004817	y
004818	a las
004819	aldeas
004820	estando enseñando
004821	en
004822	las
004823	sinagogas
004824	de ellos
004825	y
004826	estando predicando
004827	la
004828	buena noticia
004829	de el
004830	reino
004831	y
004832	estando curando
004833	toda
004834	enfermedad
004835	y
004836	toda
004837	suavidad
004838	Habiendo visto
004839	pero
004840	a las
004841	muchedumbres
004842	sintió conmover las entrañas
004843	acerca de
004844	ellas
004845	porque
004846	estaban siendo
004847	han sido desolladas
004848	y
004849	han sido lanzadas (en dispersión)
004850	como
004851	ovejas
004852	no
004853	estando teniendo
004854	pastor
004855	Entonces
004856	está diciendo
004857	a los
004858	aprendices
004859	de él
004860	La
004861	de hecho
004862	siega
004863	mucha
004864	los
004865	pero
004866	obreros
004867	pocos
004868	Rueguen
004869	por lo tanto
004870	de el
004871	Amo
004872	de la
004873	siega
004874	para que
004875	arroje hacia fuera
004876	a obreros
004877	hacia dentro
004878	a la
004879	siega
004880	de él
004881	Y
004882	habiendo llamado hacia (sí)
004883	a los
004884	doce
004885	aprendices
004886	de él
004887	dio
004888	a ellos
004889	autoridad
004890	(sobre) espíritus
004891	inmundos
004892	de modo que
004893	estar arrojando hacia fuera
004894	a ellos
004895	y
004896	estar curando
004897	toda
004898	enfermedad
004899	y
004900	toda
004901	suavidad
004902	De los
004903	pero
004904	doce
004905	enviados como emisarios
004906	los
004907	nombres
004908	está siendo
004909	estos
004910	primero
004911	Simón
004912	el
004913	estando siendo dicho
004914	Pedro
004915	y
004916	Andrés
004917	el
004918	hermano
004919	de él
004920	y
004921	Jacobo
004922	el
004923	de el
004924	Zebedeo
004925	y
004926	Juan
004927	el
004928	hermano
004929	de él
004930	Felipe
004931	y
004932	Bartolomé
004933	Tomás
004934	y
004935	Mateo
004936	el
004937	recaudador de impuestos
004938	Jacobo
004939	el
004940	de el
004941	Alfeo
004942	y
004943	Tadeo
004944	Simón
004945	el
004946	cananita
004947	y
004948	Judas
004949	el
004950	Iscariote
004951	el
004952	también
004953	habiendo entregado
004954	a él
004955	A estos
004956	los
004957	doce
004958	envió como emisarios
004959	el
004960	Jesús
004961	habiendo dado instrucción
004962	a ellos
004963	estando diciendo
004964	Hacia dentro
004965	camino
004966	de naciones
004967	no
004968	vengan desde
004969	y
004970	hacia dentro
004971	ciudad
004972	de samaritanos
004973	no
004974	vengan hacia dentro
004975	Estén yendo en camino
004976	pero
004977	más bien
004978	hacia
004979	las
004980	ovejas
004981	las
004982	han sido perdidas
004983	de casa
004984	de Israel
004985	Estando yendo en camino
004986	pero
004987	estén predicando
004988	estando diciendo
004989	que
004990	(Se) ha acercado
004991	el
004992	reino
004993	de los
004994	cielos
004995	Estando débiles
004996	estén curando
004997	a muertos
004998	estén levantando
004999	a leprosos
005000	estén limpiando
005001	a demonios
005002	estén arrojando hacia fuera
005003	gratuitamente
005004	recibieron
005005	gratuitamente
005006	den
005007	No
005008	adquieran
005009	oro
005010	ni
005011	plata
005012	ni
005013	cobre
005014	hacia dentro
005015	los
005016	cinturones
005017	de ustedes
005018	Ni
005019	alforja
005020	hacia dentro
005021	camino
005022	ni
005023	dos
005024	prendas interiores de vestir
005025	ni
005026	sandalias
005027	ni
005028	bastón
005029	digno
005030	porque
005031	el
005032	obrero
005033	de la
005034	nutrición
005035	de él
005036	hacia dentro
005037	cual
005038	pero
005039	probable
005040	ciudad
005041	o
005042	aldea
005043	vengan hacia dentro
005044	busquen completamente
005045	quién
005046	en
005047	ella
005048	digno
005049	está siendo
005050	y allí
005051	permanezcan
005052	hasta
005053	probable
005054	vengan hacia fuera
005055	Estando viniendo hacia dentro
005056	pero
005057	a
005058	la
005059	casa
005060	saluden
005061	a ella
005062	Y
005063	si alguna vez
005064	de hecho
005065	esté siendo
005066	la
005067	casa
005068	digna
005069	venga
005070	la
005071	paz
005072	de ustedes
005073	sobre
005074	ella
005075	si alguna vez
005076	pero
005077	no
005078	esté siendo
005079	digna
005080	la
005081	paz
005082	de ustedes
005083	hacia
005084	ustedes
005085	sea regresada encima
005086	Y
005087	quien
005088	probable
005089	no
005090	reciba bien dispuesto
005091	a ustedes
005092	ni
005093	oiga
005094	las
005095	palabras
005096	de ustedes
005097	estando viniendo hacia fuera
005098	exteriormente
005099	de la
005100	casa
005101	o
005102	de la
005103	ciudad
005104	aquella
005105	sacudan completamente
005106	el
005107	polvo
005108	de los
005109	pies
005110	de ustedes
005111	Amén
005112	estoy diciendo
005113	a ustedes
005114	más soportable
005115	será
005116	a tierra
005117	de Sodoma
005118	y
005119	de Gomorra
005120	en
005121	Día
005122	de Juicio
005123	que
005124	a la
005125	ciudad
005126	aquella
005127	Mira
005128	yo
005129	estoy enviando como emisarios
005130	a ustedes
005131	como
005132	ovejas
005133	en
005134	medio
005135	de lobos
005136	estén llegando a ser
005137	por lo tanto
005138	cautelosos
005139	como
005140	las
005141	serpientes
005142	e
005143	inocentes
005144	como
005145	las
005146	palomas
005147	Estén teniendo atención
005148	pero
005149	desde
005150	los
005151	hombres
005152	entregarán
005153	porque
005154	a ustedes
005155	hacia dentro
005156	concilios
005157	y
005158	en
005159	las
005160	sinagogas
005161	de ellos
005162	azotarán
005163	a ustedes
005164	Y
005165	sobre
005166	gobernadores
005167	pero
005168	y
005169	reyes
005170	serán conducidos
005171	en cuenta de
005172	mí
005173	hacia dentro
005174	testimonio
005175	a ellos
005176	y
005177	a las
005178	naciones
005179	Cuando
005180	pero
005181	entreguen
005182	a ustedes
005183	no
005184	tengan ansiedad
005185	cómo
005186	o
005187	qué
005188	hablen
005189	será dado
005190	porque
005191	a ustedes
005192	en
005193	aquella
005194	la
005195	hora
005196	qué
005197	hablen
005198	No
005199	porque
005200	ustedes
005201	están siendo
005202	los
005203	estando hablando
005204	sino
005205	el
005206	espíritu
005207	de el
005208	Padre
005209	de ustedes
005210	el
005211	estando hablando
005212	en
005213	ustedes
005214	Entregará
005215	pero
005216	hermano
005217	a hermano
005218	hacia dentro
005219	muerte
005220	y
005221	padre
005222	a hijo
005223	y
005224	se levantarán en contra
005225	hijos
005226	sobre
005227	padres
005228	y
005229	harán morir
005230	a ellos
005231	Y
005232	serán
005233	estando siendo odiados
005234	por
005235	todos
005236	por
005237	el
005238	nombre
005239	de mí
005240	el
005241	pero
005242	habiendo aguantado
005243	hacia dentro
005244	fin
005245	este
005246	será salvado
005247	Cuando
005248	pero
005249	estén persiguiendo
005250	a ustedes
005251	en
005252	la
005253	ciudad
005254	esta
005255	estén huyendo
005256	hacia dentro
005257	a la
005258	otra diferente
005259	Amén
005260	porque
005261	estoy diciendo
005262	a ustedes
005263	no
005264	no
005265	completen
005266	las
005267	ciudades
005268	de el
005269	Israel
005270	hasta
005271	probable
005272	venga
005273	el
005274	Hijo
005275	de el
005276	hombre
005277	No
005278	está siendo
005279	aprendiz
005280	cruzando por encima de
005281	el
005282	maestro
005283	ni
005284	esclavo
005285	cruzando por encima de
005286	el
005287	amo
005288	de él
005289	Suficiente
005290	a el
005291	aprendiz
005292	para que
005293	llegue a ser
005294	como
005295	el
005296	maestro
005297	de él
005298	y
005299	el
005300	esclavo
005301	como
005302	el
005303	amo
005304	de él
005305	Si
005306	a el
005307	amo de casa
005308	Beelzeboul
005309	sobrellamaron
005310	cuánto
005311	aún más
005312	a los
005313	miembros de casa
005314	de él
005315	No
005316	por lo tanto
005317	teman
005318	a ellos
005319	nada
005320	porque
005321	está siendo
005322	ha sido encubierto
005323	cual
005324	no
005325	será quitada cubierta
005326	y
005327	oculto
005328	cual
005329	no
005330	será conocido
005331	Cual (cosa)
005332	estoy diciendo
005333	a ustedes
005334	en
005335	la
005336	oscuridad
005337	digan
005338	en
005339	la
005340	luz
005341	y
005342	cual (cosa)
005343	hacia dentro
005344	a el
005345	oído
005346	están oyendo
005347	prediquen
005348	sobre
005349	las
005350	azoteas
005351	Y
005352	no
005353	estén temiendo
005354	desde
005355	los
005356	estando matando
005357	el
005358	cuerpo
005359	el
005360	pero
005361	alma
005362	no
005363	están siendo capaces
005364	matar
005365	estén temiendo
005366	pero
005367	más bien
005368	a el
005369	estando siendo capaz
005370	también
005371	alma
005372	y
005373	cuerpo
005374	destruir
005375	en
005376	Gehena
005377	¿No
005378	dos
005379	gorrioncitos
005380	de asarión
005381	están siendo vendidos?
005382	Y
005383	uno
005384	procedente de
005385	ellos
005386	no
005387	caerá
005388	sobre
005389	la
005390	tierra
005391	sin
005392	de el
005393	Padre
005394	de ustedes
005395	De ustedes
005396	pero
005397	también
005398	los
005399	cabellos
005400	de la
005401	cabeza
005402	todos
005403	han sido contados
005404	están siendo
005405	No
005406	por lo tanto
005407	estén temiendo
005408	de muchos
005409	gorrioncitos
005410	están siendo diferentes
005411	ustedes
005412	Todo
005413	por lo tanto
005414	quien
005415	confesará
005416	en
005417	mí
005418	enfrente de
005419	los
005420	hombres
005421	confesaré
005422	yo también
005423	en
005424	él
005425	enfrente de
005426	el
005427	Padre
005428	de mí
005429	el
005430	en
005431	los
005432	cielos
005433	Quien
005434	pero
005435	probable
005436	niegue
005437	a mí
005438	enfrente de
005439	los
005440	hombres
005441	negaré
005442	yo también
005443	a él
005444	enfrente de
005445	el
005446	Padre
005447	de mí
005448	el
005449	en
005450	los
005451	cielos
005452	No
005453	piensen
005454	que
005455	vine
005456	(a) poner
005457	paz
005458	sobre
005459	la
005460	tierra
005461	no
005462	vine
005463	(a) poner
005464	paz
005465	sino
005466	espada
005467	Vine
005468	porque
005469	dividir
005470	a hombre
005471	hacia abajo
005472	a el
005473	padre
005474	de él
005475	e
005476	hija
005477	hacia abajo
005478	a la
005479	madre
005480	de ella
005481	y
005482	nuera
005483	hacia abajo
005484	a la
005485	suegra
005486	de ella
005487	Y
005488	enemigos
005489	de el
005490	hombre
005491	los
005492	miembros de casa
005493	de él
005494	El
005495	estando teniendo cariño
005496	a padre
005497	o
005498	a madre
005499	cruzando por encima de
005500	mí
005501	no
005502	está siendo
005503	de mí
005504	digno
005505	y
005506	el
005507	estando teniendo cariño
005508	a hijo
005509	o
005510	a hija
005511	cruzando por encima de
005512	mí
005513	no
005514	está siendo
005515	de mí
005516	digno
005517	Y
005518	quien
005519	no
005520	está tomando
005521	el
005522	madero de ejecución
005523	de él
005524	y
005525	está siguiendo
005526	detrás de
005527	mí
005528	no
005529	está siendo
005530	de mí
005531	digno
005532	El
005533	habiendo hallado
005534	el
005535	alma
005536	de él
005537	destruirá
005538	a ella
005539	y
005540	el
005541	habiendo destruido
005542	el
005543	alma
005544	de él
005545	en cuenta de
005546	mí
005547	hallará
005548	a ella
005549	El
005550	recibiendo bien dispuesto
005551	a ustedes
005552	a mí
005553	está recibiendo bien dispuesto
005554	y
005555	el
005556	a mí
005557	recibiendo bien dispuesto
005558	está recibiendo bien dispuesto
005559	a el
005560	habiendo enviado como emisario
005561	a mí
005562	El
005563	recibiendo bien dispuesto
005564	a vocero
005565	hacia dentro
005566	nombre
005567	de vocero
005568	galardón
005569	de vocero
005570	recibirá
005571	y
005572	el
005573	recibiendo bien dispuesto
005574	a justo
005575	hacia dentro
005576	nombre
005577	de justo
005578	galardón
005579	de justo
005580	recibirá
005581	Y
005582	quien
005583	probable
005584	dé de beber
005585	a uno
005586	de los
005587	pequeños
005588	estos
005589	copa
005590	de (agua) fría
005591	solamente
005592	hacia dentro
005593	nombre
005594	de aprendiz
005595	Amén
005596	estoy diciendo
005597	a ustedes
005598	no
005599	no
005600	pierda
005601	el
005602	galardón
005603	de él
005604	Y
005605	llegó a ser
005606	cuando
005607	completó
005608	el
005609	Jesús
005610	estando dando órdenes
005611	a los
005612	doce
005613	aprendices
005614	de él
005615	(se) desplazó
005616	desde allí
005617	de el
005618	estar enseñando
005619	y
005620	estar predicando
005621	en
005622	las
005623	ciudades
005624	de ellos
005625	El
005626	pero
005627	Juan
005628	habiendo oído
005629	en
005630	el
005631	lugar de cadenas
005632	las
005633	obras
005634	de el
005635	Ungido
005636	habiendo enviado
005637	a través de
005638	los
005639	aprendices
005640	de él
005641	Dijo
005642	a él
005643	¿Tú
005644	estás siendo
005645	el
005646	estando viniendo
005647	o
005648	a otro diferente
005649	estamos esperando expectantes?
